ENTRY,BEER,BREWERY,LOCATION,STYLE,SIZE,ABV,IBUs
1881,Seiche Scottish Ale,Catawba Island Brewing,"Port Clinton, OH",Scottish Ale,16 oz.,7.80%,16
1880,All Aboard! Anniversary Stout,Rivertowne Brewing Company,"Export, PA",Oatmeal Stout,12 oz.,7.10%,N/A
1879,Hop Lace,Rivertowne Brewing Company,"Export, PA",American White IPA,12 oz.,6.20%,N/A
1878,OH-PA Session Pale Ale,Rivertowne Brewing Company,"Export, PA",American Pale Ale (APA),12 oz.,4.80%,N/A
1877,Patrick's Poison,Rivertowne Brewing Company,"Export, PA",American Amber / Red Ale,12 oz.,8.00%,N/A
1876,Truck Stop Honey Brown Ale,Back Forty Beer Company,"Gadsden, AL",English Brown Ale,12 oz.,6.00%,N/A
1875,Naked Pig Pale Ale,Back Forty Beer Company,"Gadsden, AL",American Pale Ale (APA),12 oz.,6.00%,43
1874,El Chingon IPA,Four Corners Brewing Company,"Dallas, TX",American IPA,12 oz.,7.60%,73
1873,Block Party Robust Porter,Four Corners Brewing Company,"Dallas, TX",American Porter,12 oz.,5.70%,40
1872,Local Buzz,Four Corners Brewing Company,"Dallas, TX",American Blonde Ale,12 oz.,5.20%,20
1870,Contact High,4 Hands Brewing Company,"Saint Louis, MO",American Pale Wheat Ale,12 oz.,5.00%,28
1868,Saint Archer White Ale,Saint Archer Brewery,"San Diego, CA",Witbier,12 oz.,5.00%,15
1867,Saint Archer IPA,Saint Archer Brewery,"San Diego, CA",American IPA,12 oz.,6.80%,66
1865,Saint Archer Pale Ale,Saint Archer Brewery,"San Diego, CA",American Pale Ale (APA),12 oz.,5.20%,40
1864,Saint Archer Blonde,Saint Archer Brewery,"San Diego, CA",Kölsch,12 oz.,4.80%,22
1861,BLAKKR,Real Ale Brewing Company,"Blanco, TX",American Black Ale,12 oz.,9.90%,85
1860,Rogue American Amber Ale,Rogue Ales,"Newport, OR",American Amber / Red Ale,16 oz.,5.10%,N/A
1859,Old Chub NITRO,Oskar Blues Brewery,"Longmont, CO",Scotch Ale / Wee Heavy,16 oz.,8.00%,N/A
1858,Hodad Porter,Fiddlehead Brewing Company,"Shelburne, VT",American Porter,16 oz.,5.50%,30
1857,Supergoose IPA,Hale's Ales,"Seattle, WA",American IPA,12 oz.,6.90%,67
1856,IPA & a Half,Tommyknocker Brewery,"Idaho Springs, CO",American IPA,12 oz.,7.30%,87
1855,Tarnation California-Style Lager,Baxter Brewing Company,"Lewiston, ME",California Common / Steam Beer,12 oz.,5.30%,N/A
1854,Blue Boots IPA,Northampton Brewery,"Northamtpon, MA",American IPA,16 oz.,6.90%,N/A
1853,Ferus Fluxus Wild Belgian Pale Ale,Upslope Brewing Company,"Boulder, CO",American Wild Ale,19.2 oz.,7.50%,30
1852,Truth,Rhinegeist Brewery,"Cincinnati, OH",American IPA,12 oz.,7.20%,75
1851,Cougar,Rhinegeist Brewery,"Cincinnati, OH",American Blonde Ale,12 oz.,4.80%,25
1850,American India Red Ale,Black Shirt Brewing Company,"Denver, CO",American Strong Ale,12 oz.,7.10%,83
1849,American Red Porter,Black Shirt Brewing Company,"Denver, CO",American Porter,12 oz.,7.10%,45
1848,American Red Saison,Black Shirt Brewing Company,"Denver, CO",Saison / Farmhouse Ale,12 oz.,7.80%,34
1847,Colorado Red Ale,Black Shirt Brewing Company,"Denver, CO",American Amber / Red Ale,12 oz.,6.60%,44
1846,Wachusett Light IPA,Wachusett Brewing Company,"Westminster, MA",American IPA,12 oz.,4.00%,37
1845,Green Monsta IPA,Wachusett Brewing Company,"Westminster, MA",American IPA,12 oz.,6.00%,55
1844,Wachusett IPA,Wachusett Brewing Company,"Westminster, MA",American IPA,12 oz.,5.60%,50
1843,Strawberry White,Wachusett Brewing Company,"Westminster, MA",Witbier,12 oz.,4.70%,N/A
1842,Original Slacker Ale,Round Guys Brewing,"Lansdale, PA",English Brown Ale,12 oz.,5.60%,40
1841,Alpha Blackback,Round Guys Brewing,"Lansdale, PA",American Black Ale,12 oz.,7.20%,N/A
1839,Chin Music Amber Lager,Center of the Universe Brewing C...,"Ashland, VA",American Amber / Red Lager,12 oz.,4.50%,24
1838,Hefe Lemon,Widmer Brothers Brewing Company,"Portland, OR",Radler,12 oz.,4.90%,30
1837,Hefe Black,Widmer Brothers Brewing Company,"Portland, OR",Hefeweizen,12 oz.,4.90%,30
1836,Widmer Brothers Hefeweizen,Widmer Brothers Brewing Company,"Portland, OR",Hefeweizen,12 oz.,4.90%,30
1835,Provision,Hop Farm Brewing Company,"Pittsburgh, PA",Saison / Farmhouse Ale,12 oz.,4.20%,25
1834,One Nut Brown,Hop Farm Brewing Company,"Pittsburgh, PA",American Brown Ale,12 oz.,4.70%,28
1833,Hop Farm IPA,Hop Farm Brewing Company,"Pittsburgh, PA",American IPA,12 oz.,5.80%,45
1832,Adam's Stout,Liquid Hero Brewery,"York, PA",American Stout,12 oz.,5.80%,40
1831,Our Legacy IPA,Matt Brewing Company,"Utica, NY",American IPA,12 oz.,6.50%,60
1830,Porch Rocker,Boston Beer Company,"Boston, MA",Radler,12 oz.,4.50%,8
1829,312 Urban Wheat Ale,Goose Island Brewing Company,"Chicago, IL",American Pale Wheat Ale,12 oz.,4.20%,18
1828,Hopsmith Pale Lager,Old Forge Brewing Company,"Danville, PA",American Pale Lager,16 oz.,6.00%,N/A
1827,Deep Ellum Pale Ale,Deep Ellum Brewing Company,"Dallas, TX",American Pale Ale (APA),12 oz.,6.00%,N/A
1826,Squatters Full Suspension Pale Ale,Utah Brewers Cooperative,"Salt Lake City, UT",American Pale Ale (APA),12 oz.,4.00%,N/A
1825,Squatters Hop Rising Double IPA,Utah Brewers Cooperative,"Salt Lake City, UT",American Double / Imperial IPA,12 oz.,9.00%,75
1824,Devastator Double Bock,Utah Brewers Cooperative,"Salt Lake City, UT",Doppelbock,12 oz.,8.00%,N/A
1823,Wasatch Ghostrider White IPA,Utah Brewers Cooperative,"Salt Lake City, UT",American White IPA,12 oz.,6.00%,N/A
1821,Bitter Biker Double IPA,Spiteful Brewing Company,"Chicago, IL",American Double / Imperial IPA,12 oz.,9.60%,N/A
1820,Ghost Bike Pale Ale,Spiteful Brewing Company,"Chicago, IL",American Pale Ale (APA),16 oz.,7.30%,N/A
1819,Spiteful IPA,Spiteful Brewing Company,"Chicago, IL",American IPA,12 oz.,6.20%,N/A
1818,Keebarlin' Pale Ale,Anderson Valley Brewing Company,"Boonville, CA",American Pale Ale (APA),12 oz.,4.20%,N/A
1817,Klingon Warnog Roggen Dunkel,Tin Man Brewing Company,"Evansville, IN",Roggenbier,16 oz.,5.50%,N/A
1816,LIFT,Madtree Brewing Company,"Cincinnati, OH",Kölsch,12 oz.,4.70%,11
1815,SPRYE,Madtree Brewing Company,"Cincinnati, OH",American Pale Ale (APA),12 oz.,5.00%,40
1814,Pleasure Town IPA,Midnight Sun Brewing Company,"Anchorage, AK",American IPA,12 oz.,6.30%,61
1813,#9,Magic Hat Brewing Company,"South Burlington, VT",Fruit / Vegetable Beer,16 oz.,5.10%,20
1812,Quarter Mile Double IPA,Blue Hills Brewery,"Canton, MA",American Double / Imperial IPA,12 oz.,8.00%,80
1811,Marblehead,Night Shift Brewing,"Everett, MA",American Amber / Red Ale,16 oz.,5.50%,N/A
1810,Focal Banger,The Alchemist,"Waterbury, VT",American IPA,16 oz.,7.00%,N/A
1809,The Tradition,DC Brau Brewing Company,"Washington, DC",American Blonde Ale,12 oz.,5.00%,15
1808,Pilot Rock Porter,Caldera Brewing Company,"Ashland, OR",American Porter,12 oz.,6.00%,N/A
1807,Maine Island Trail Ale,Rising Tide Brewing Company,"Portland, ME",American Pale Ale (APA),16 oz.,4.30%,N/A
1806,Hoptopus Double IPA,Beach Brewing Company,"Virginia Beach, VA",American Double / Imperial IPA,16 oz.,8.80%,108
1805,Rodeo Rye Pale Ale,Payette Brewing Company,"Garden City, ID",American Pale Ale (APA),12 oz.,4.20%,35
1804,Mjöllnir,Crow Peak Brewing Company,"Spearfish, SD",Herbed / Spiced Beer,12 oz.,6.60%,N/A
1803,Java the Hop,Fort George Brewery,"Astoria, OR",American IPA,16 oz.,6.50%,N/A
1802,"You're My Boy, Blue",Brew Bus Brewing,"Tampa, FL",Fruit / Vegetable Beer,12 oz.,5.00%,N/A
1801,Last Stop IPA,Brew Bus Brewing,"Tampa, FL",American IPA,12 oz.,7.20%,60
1800,Rollin Dirty Red Ale,Brew Bus Brewing,"Tampa, FL",Irish Red Ale,12 oz.,5.00%,21
1799,Are Wheat There Yet?,Brew Bus Brewing,"Tampa, FL",American Pale Wheat Ale,12 oz.,5.50%,28
1798,Thanksgiving Ale,Sockeye Brewing Company,"Boise, ID",Kölsch,12 oz.,5.00%,N/A
1797,Black Bay Milk Stout,Pine Street Brewery,"San Francisco, CA",Milk / Sweet Stout,12 oz.,5.00%,N/A
1796,The CROWLER™,Oskar Blues Brewery,"Longmont, CO",,32 oz.,???,N/A
1795,Filthy Hoppin' IPA,Dirty Bucket Brewing Company,"Woodinville, WA",American IPA,16 oz.,6.50%,72
1794,People's Pilsner,People's Brewing Company,"Lafayette, IN",German Pilsener,12 oz.,4.50%,N/A
1793,Thunder Ann,Jackalope Brewing Company,"Nashville, TN",American Pale Ale (APA),12 oz.,5.50%,37
1792,Iron Butt Red Ale,Slanted Rock Brewing Company,"Meridian, ID",American Amber / Red Ale,12 oz.,5.80%,39
1791,Hot Date Ale,Piney River Brewing Company,"Bucryus, MO",Chile Beer,16 oz.,6.00%,20
1790,CAN'D AID Foundation,Oskar Blues Brewery,"Longmont, CO",,12 oz.,???,N/A
1789,Lost River Blonde Ale,Cutters Brewing Company,"Avon, IN",American Blonde Ale,16 oz.,4.90%,N/A
1788,Monon Wheat,Cutters Brewing Company,"Avon, IN",Witbier,16 oz.,5.40%,N/A
1787,Floyd's Folly,Cutters Brewing Company,"Avon, IN",Scottish Ale,16 oz.,8.00%,N/A
1786,Half Court IPA,Cutters Brewing Company,"Avon, IN",American IPA,16 oz.,6.30%,N/A
1785,Le Flaneur Ale,Brewery Vivant,"Grand Rapids, MI",American Wild Ale,16 oz.,7.30%,N/A
1784,Appreciation Ale,Iron Hill Brewery & Restaurant,"Wilmington, DE",American IPA,16 oz.,???,N/A
1783,Toughcats IPA,Marshall Wharf Brewing Company,"Belfast, ME",American IPA,16 oz.,7.20%,N/A
1782,Kiss Off IPA,Round Guys Brewing,"Lansdale, PA",American IPA,12 oz.,6.30%,N/A
1781,Three Way Pale Ale,Third Street Brewhouse,"Cold Spring, MN",American Pale Ale (APA),12 oz.,5.20%,N/A
1780,Rise to the Top,Third Street Brewhouse,"Cold Spring, MN",Cream Ale,12 oz.,4.10%,N/A
1779,Lost Trout Brown Ale,Third Street Brewhouse,"Cold Spring, MN",American Brown Ale,12 oz.,4.90%,N/A
1778,On the Count of 3 (2015),Baxter Brewing Company,"Lewiston, ME",Hefeweizen,16 oz.,7.00%,42
1777,2020 IPA,Golden Road Brewing,"Los Angeles, CA",American IPA,16 oz.,7.40%,74
1776,All Nighter Ale,Banner Beer Company,"Williamsburg, MA",Extra Special / Strong Bitter (ESB),12 oz.,4.50%,N/A
1775,Autocrat Coffee Milk Stout,Narragansett Brewing Company,"Providence, RI",Milk / Sweet Stout,16 oz.,5.30%,30
1774,Hijack,Infamous Brewing Company,"Austin, TX",Cream Ale,12 oz.,5.50%,20
1773,12 Man Pale Ale,Dick's Brewing Company,"Centralia, WA",American Pale Ale (APA),12 oz.,4.50%,N/A
1772,Jacaranada Rye IPA,Claremont Craft Ales,"Claremont, CA",American IPA,16 oz.,6.70%,60
1771,Lil SIPA,Rivertown Brewing Company,"Lockland, OH",American IPA,16 oz.,5.00%,55
1770,Voodoo Love Child,Voodoo Brewery,"Meadville, PA",Tripel,12 oz.,9.20%,25
1769,White Magick of the Sun,Voodoo Brewery,"Meadville, PA",Witbier,12 oz.,7.90%,23
1768,Stone Fort Brown Ale,Seventh Son Brewing Company,"Columbus, OH",English Brown Ale,16 oz.,5.30%,20
1767,Seventh Son Hopped Red Ale,Seventh Son Brewing Company,"Columbus, OH",American Amber / Red Ale,16 oz.,7.70%,40
1766,Humulus Nimbus Super Pale Ale,Seventh Son Brewing Company,"Columbus, OH",American Pale Ale (APA),16 oz.,6.00%,53
1765,Golden Ratio IPA,Seventh Son Brewing Company,"Columbus, OH",American IPA,16 oz.,7.00%,68
1764,Rudolph's Red,Rivertowne Brewing Company,"Export, PA",American Amber / Red Ale,12 oz.,8.10%,N/A
1763,Geary's Pale Ale,D.L. Geary Brewing Company,"Portland, ME",English Pale Ale,12 oz.,4.50%,N/A
1762,Hemlock Double IPA,Big Choice Brewing,"Broomfield, CO",American Double / Imperial IPA,12 oz.,9.50%,104
1760,GreyBeard™ IPA,Pisgah Brewing Company,"Black Mountain, NC",American IPA,12 oz.,6.90%,51
1759,Pisgah Pale Ale,Pisgah Brewing Company,"Black Mountain, NC",American Pale Ale (APA),12 oz.,5.70%,31
1758,County Line IPA,Neshaminy Creek Brewing Company,"Croydon, PA",American IPA,12 oz.,6.60%,N/A
1757,Trauger Pilsner,Neshaminy Creek Brewing Company,"Croydon, PA",German Pilsener,12 oz.,4.80%,N/A
1756,When Helles Freezes Over,Morgan Street Brewery,"Saint Louis, MO",Munich Helles Lager,12 oz.,5.60%,18
1755,Juke Joint IPA,Tin Roof Brewing Company,"Baton Rouge, LA",American IPA,12 oz.,7.00%,60
1754,Parade Ground Coffee Porter,Tin Roof Brewing Company,"Baton Rouge, LA",American Porter,12 oz.,7.00%,35
1753,Heyoka IPA,Half Acre Beer Company,"Chicago, IL",American IPA,16 oz.,7.00%,N/A
1752,Icey.P.A.,Oskar Blues Brewery,"Longmont, CO",American IPA,16 oz.,???,N/A
1751,One Nut Brown,Oskar Blues Brewery,"Longmont, CO",English Brown Ale,12 oz.,5.00%,N/A
1750,Birth IPA,Oskar Blues Brewery,"Longmont, CO",American IPA,12 oz.,???,N/A
1749,Just IPA,The Just Beer Project,"Burlington, VT",American IPA,12 oz.,4.60%,45
1748,Bronx Summer Pale Ale,The Bronx Brewery,"Bronx, NY",American Pale Ale (APA),16 oz.,5.20%,16
1747,Bronx Black Pale Ale,The Bronx Brewery,"Bronx, NY",American Black Ale,16 oz.,5.70%,46
1746,Dead Armadillo Amber Ale,Dead Armadillo Craft Brewing,"Tulsa, OK",American Amber / Red Ale,12 oz.,6.30%,37
1745,Mississippi Fire Ant,Southern Prohibition Brewing Com...,"Hattiesburg, MS",American Amber / Red Ale,16 oz.,8.00%,80
1744,Farmer Ted's Cream Ale,Catawba Brewing Company,"Morganton, NC",Cream Ale,12 oz.,5.60%,N/A
1743,Firewater India Pale Ale,Catawba Brewing Company,"Morganton, NC",American IPA,12 oz.,5.20%,N/A
1742,White Zombie Ale,Catawba Brewing Company,"Morganton, NC",Witbier,12 oz.,4.70%,N/A
1741,A Slice of Hefen,La Cumbre Brewing Company,"Albuquerque, NM",Hefeweizen,16 oz.,5.40%,15
1740,Le Mort Vivant,Southern Star Brewing Company,"Conroe, TX",Bière de Garde,12 oz.,6.90%,23
1739,BLAKKR,Surly Brewing Company,"Brooklyn Center, MN",American Black Ale,16 oz.,9.90%,85
1738,"the Kimmie, the Yink and the Holy Gose",Anderson Valley Brewing Company,"Boonville, CA",Gose,12 oz.,4.80%,N/A
1737,California Route,New Belgium Brewing Company,"Fort Collins, CO",American Amber / Red Lager,12 oz.,5.50%,N/A
1736,Zombie Monkie,Tallgrass Brewing Company,"Manhattan, KS",American Porter,16 oz.,6.20%,35
1735,Sprocket Blonde Ale (2006),David's Ale Works,"Diamond Springs, CA",American Blonde Ale,12 oz.,5.00%,N/A
1734,Sprocket Pale Ale (2006),David's Ale Works,"Diamond Springs, CA",American Pale Ale (APA),12 oz.,5.00%,N/A
1733,805,Firestone Walker Brewing Company,"Paso Robles, CA",American Blonde Ale,12 oz.,4.70%,20
1732,Curious Traveler Shandy,The Traveler Beer Company,"Burlington, VT",Shandy,12 oz.,4.40%,N/A
1731,Peaches & Cream,Fearless Brewing Company,"Estacada, OR",Fruit / Vegetable Beer,16 oz.,4.60%,N/A
1730,Wynona's Big Brown Ale,Voodoo Brewery,"Meadville, PA",American Brown Ale,12 oz.,7.50%,31
1729,Gran Met,Voodoo Brewery,"Meadville, PA",Belgian Strong Pale Ale,12 oz.,9.20%,25
1728,Red Cockaded Ale,Southern Star Brewing Company,"Conroe, TX",American Double / Imperial IPA,12 oz.,8.50%,110
1727,Kilt Dropper Scotch Ale,Bonfire Brewing Company,"Eagle, CO",Scotch Ale / Wee Heavy,16 oz.,7.50%,22
1726,Hopped on the High Seas (Hop #529),Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.00%,60
1725,Hopped on the High Seas (Calypso),Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.00%,60
1724,Cal and Co. Black Cherry Porter,Rochester Mills Brewing Company,"Rochester, MI",American Porter,16 oz.,???,N/A
1723,Hop Nosh IPA,Uinta Brewing Company,"Salt Lake City, UT",American IPA,12 oz.,7.30%,83
1722,Iron Horse Pale Ale,Fargo Brewing Company,"Fargo, ND",American Pale Ale (APA),12 oz.,5.00%,32
1721,Heliocentric Hefeweizen,Odyssey Beerwerks,"Arvada, CO",Hefeweizen,12 oz.,4.70%,N/A
1720,Ghose Drifter Pale Ale,Odyssey Beerwerks,"Arvada, CO",American Pale Ale (APA),12 oz.,5.10%,N/A
1719,King Winterbolt Winter Ale,Catawba Brewing Company,"Morganton, NC",Winter Warmer,12 oz.,7.00%,N/A
1718,Firemans #4 Blonde Ale (2013),Real Ale Brewing Company,"Blanco, TX",American Blonde Ale,12 oz.,5.10%,21
1717,Tug Pale Ale,Marshall Wharf Brewing Company,"Belfast, ME",American Pale Ale (APA),16 oz.,5.00%,N/A
1716,Sexy Chaos,Marshall Wharf Brewing Company,"Belfast, ME",Russian Imperial Stout,16 oz.,9.90%,N/A
1714,Big Sky IPA,Big Sky Brewing Company,"Missoula, MT",American IPA,12 oz.,6.20%,65
1713,Scape Goat Pale Ale,Big Sky Brewing Company,"Missoula, MT",English Pale Ale,12 oz.,5.00%,40
1712,Montana Trout Slayer Ale,Big Sky Brewing Company,"Missoula, MT",American Pale Wheat Ale,12 oz.,5.00%,35
1711,Moose Drool Brown Ale,Big Sky Brewing Company,"Missoula, MT",American Brown Ale,12 oz.,5.10%,26
1710,SweetWater IPA,SweetWater Brewing Company,"Atlanta, GA",American IPA,12 oz.,6.40%,N/A
1709,420 Extra Pale Ale,SweetWater Brewing Company,"Atlanta, GA",American Pale Ale (APA),12 oz.,5.40%,N/A
1708,Taster's Choice,Ska Brewing Company,"Durango, CO",Doppelbock,12 oz.,7.40%,N/A
1707,Snapshot,New Belgium Brewing Company,"Fort Collins, CO",American Pale Wheat Ale,16 oz.,5.20%,N/A
1706,King Street Pilsner,King Street Brewing Company,"Anchorage, AK",Czech Pilsener,12 oz.,5.50%,N/A
1705,Wick For Brains,Nebraska Brewing Company,"Papillion, NE",Pumpkin Ale,12 oz.,6.10%,11
1704,Uncle John's Apple Cherry Cider,Uncle John's Fruit House Winery,"St. John's, MI",Cider,16 oz.,6.50%,N/A
1703,Uncle John's Apricot Apple Cider,Uncle John's Fruit House Winery,"St. John's, MI",Cider,16 oz.,6.50%,N/A
1702,Bourbon Barrel Aged Coconut Porter,Great Crescent Brewery,"Aurora, IN",American Porter,16 oz.,5.60%,33
1701,Great Crescent IPA,Great Crescent Brewery,"Aurora, IN",American IPA,16 oz.,6.20%,60
1700,Aurora Lager,Great Crescent Brewery,"Aurora, IN",Dortmunder / Export Lager,16 oz.,5.70%,27
1699,Great Crescent Blonde Ale,Great Crescent Brewery,"Aurora, IN",American Blonde Ale,16 oz.,5.30%,22
1698,Wolf Among Weeds IPA,Golden Road Brewing,"Los Angeles, CA",American IPA,16 oz.,8.00%,70
1697,Be Hoppy IPA,Wormtown Brewery,"Worcester, MA",American IPA,16 oz.,6.50%,69
1696,Hi-Res,Sixpoint Craft Ales,"Brooklyn, NY",American Double / Imperial IPA,12 oz.,9.90%,111
1695,Wiregrass Post-Prohibition Ale,Cigar City Brewing Company,"Tampa, FL",American Pale Ale (APA),12 oz.,6.30%,N/A
1694,Dry-Hopped On The High Seas Caribbean-Style IPA,Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.00%,60
1693,Hopped on the High Seas (Citra),Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.00%,60
1692,Hopped on the High Seas (Ahtanum),Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.00%,60
1691,Stir Crazy Winter Ale,Indeed Brewing Company,"Minneapolis, MN",Winter Warmer,12 oz.,6.50%,22
1690,Sunshine Wheat Beer,New Belgium Brewing Company,"Fort Collins, CO",American Pale Wheat Ale,12 oz.,4.80%,N/A
1689,Snowcat Coffee Stout,Crazy Mountain Brewing Company,"Edwards, CO",American Stout,12 oz.,5.90%,N/A
1688,American Hero,Liquid Hero Brewery,"York, PA",American Amber / Red Ale,12 oz.,5.70%,42
1687,Schweet Ale,Liquid Hero Brewery,"York, PA",Fruit / Vegetable Beer,12 oz.,5.20%,20
1686,Irregardless IPA,Liquid Hero Brewery,"York, PA",American IPA,12 oz.,6.50%,75
1685,Category 3 IPA,Due South Brewing Company,"Boynton Beach, FL",American IPA,12 oz.,6.10%,64
1684,Hula Hoppie Session IPA,Palisade Brewing Company,"Palisade, CO",American IPA,12 oz.,4.80%,N/A
1683,Dread Brown Ale,Santa Cruz Mountain Brewing,"Santa Cruz, CA",American Brown Ale,12 oz.,5.40%,N/A
1682,Wasatch Ghostrider White IPA (2014),Utah Brewers Cooperative,"Salt Lake City, UT",American White IPA,12 oz.,6.00%,N/A
1681,Wasatch Apricot Hefeweizen,Utah Brewers Cooperative,"Salt Lake City, UT",Fruit / Vegetable Beer,12 oz.,4.00%,N/A
1680,Squatters Hop Rising Double IPA (2014),Utah Brewers Cooperative,"Salt Lake City, UT",American Double / Imperial IPA,12 oz.,9.00%,75
1679,Squatters Full Suspension Pale Ale,Utah Brewers Cooperative,"Salt Lake City, UT",American Pale Ale (APA),12 oz.,4.00%,N/A
1678,KelSo Nut Brown Lager,KelSo Beer Company,"Brooklyn, NY",Euro Dark Lager,12 oz.,5.70%,19
1677,The Great Return,Hardywood Park Craft Brewery,"Richmond, VA",American IPA,16 oz.,7.50%,70
1676,Troopers Alley IPA,Wolf Hills Brewing Company,"Abingdon, VA",American IPA,12 oz.,5.90%,135
1675,Madra Allta,Lavery Brewing Company,"Erie, PA",American IPA,12 oz.,6.40%,95
1674,Chaotic Double IPA,Manzanita Brewing Company,"Santee, CA",American Double / Imperial IPA,12 oz.,9.90%,93
1673,Manzanita IPA,Manzanita Brewing Company,"Santee, CA",American IPA,12 oz.,8.00%,88
1672,Riverwalk Blonde Ale,Manzanita Brewing Company,"Santee, CA",American Blonde Ale,12 oz.,6.00%,25
1671,Gillespie Brown Ale,Manzanita Brewing Company,"Santee, CA",American Brown Ale,12 oz.,9.50%,49
1670,Manzanita Pale Ale,Manzanita Brewing Company,"Santee, CA",American Pale Ale (APA),12 oz.,6.60%,44
1669,Oakshire Amber Ale,Oakshire Brewing,"Eugene, OR",American Amber / Red Ale,12 oz.,5.40%,24
1668,Overcast Espresso Stout,Oakshire Brewing,"Eugene, OR",American Stout,12 oz.,5.80%,27
1667,King Street IPA,King Street Brewing Company,"Anchorage, AK",American IPA,12 oz.,6.00%,70
1666,King Street Hefeweizen,King Street Brewing Company,"Anchorage, AK",Hefeweizen,12 oz.,5.70%,10
1665,King Street Blonde Ale,King Street Brewing Company,"Anchorage, AK",American Blonde Ale,12 oz.,4.90%,N/A
1664,Sobek & Set,Finch's Beer Company,"Chicago, IL",American Black Ale,16 oz.,8.00%,80
1663,Nuclear Winter,Finch's Beer Company,"Chicago, IL",Belgian Strong Dark Ale,16 oz.,8.60%,N/A
1662,Wet Hot American Wheat Ale,Finch's Beer Company,"Chicago, IL",American Pale Wheat Ale,16 oz.,5.00%,22
